Cod Depto,Departamento,Cod en texto ,Municipio,Dirección Territorial ,Director Territorial ,Alcalde,Población 2017,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista , Atentados, Combates, Enfrentamientos , Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Minas Antipersonal, Munición sin Explotar y artefacto explosivo improvisado",Secuestro,Tortura,"Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles ,Puntos de Atención,Personas Atendidas,Solicitudes de AH,Solicitudes de Registro,Solicitudes de Oferta,Otras Solicitudes,Total Solicitudes Recibidas,Priorizado,En Construcción,En Formulación,En proceso de contratación,En Funcionamiento ,Misiones Humanitarias 2012-2017,Emergencias Humanitarias 2012-2017,Incluido,No Incluido,Excluido,En Valoración,RECEPCIÓN FORMATOS / Defensoria,RECEPCIÓN FORMATOS / Personeria,RECEPCIÓN FORMATOS / Procuraduria,RECEPCIÓN FORMATOS / Entidad No Informa ,RECEPCIÓN FORMATOS / Consulados,Beneficiarios Dinero Atención Humanitaria,Valor Dinero Atención Humanitaria,Beneficiarios especie Atención Humanitaria,Valor especie Atención Humanitaria,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Hogares,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Personas,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - con discapacidad,Atencion Humanitaria 2012-2017 - Giros,Atencion Humanitaria 2012-2017- Valor,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Víctimas,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Valor,PAARI - Módulo de Reparación 2012- 2017 - Víctimas,PAARI - Módulo de Reparación 2012- 2017 - NNA,Estrategia de Recuperación Emocional ,Indemnizaciones 2012-2017 - No. de Indemnizaciones,Indemnizaciones 2012-2017 - Valor,Programa de Acompañamiento 2017 - Con intención de recibir acompañamiento,Programa de Acompañamiento 2017 - En un Negocio,Programa de Acompañamiento 2017 - En Terreno Rural ,Programa de Acompañamiento 2017 - En Vivienda,Programa de Acompañamiento 2017 - En Educación,Identificación,Acercamiento ,Alistamiento ,Pre-Consulta o Consulta Previa,Caracterización del Daño,Diagnóstico del Daño,Diseño y Formulación,En Fase de Diseño e Implementación del PIRC,PIRC aprobado por CTJ,Sin Especificar,Total SRC en el municipio,SIN FUD,SRC en Valoración,SRC Incluido,DEVOLUCION MP ,SRC No Incluido,SRC Indentificados,Apoyo a Entes Territoriales,Atención y Ayuda Humanitaria ,Proyectos de Infraestructura Social y Comunitaria,Indemnizaciones,Centros Regionales *(Aporte  Unidad Victimas)
5,Antioquia,05042, Santafé De Antioqui,Antioquia,Jorge Mario Alzate Maldonado,Saulo Armando Rivera Fernández,24905,3134,2224,5,18,5,25,2671,500,4,6,0,2,0,5,1,4147,2286,545,0,2113,4944,0,0,0,0,0,0,2,570,223,0,2,1,757,39,0,0,0,0,0,0,1321,4219,233,1673,810,23,29,607,21,52,930,6242,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,6242,0
5,Antioquia,05044, Anza,Antioquia,Jorge Mario Alzate Maldonado,Alexandra Sánchez Marín,7591,3794,2944,5,22,0,0,3704,179,4,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,467,88,0,2,7,564,2,0,0,0,0,0,0,291,964,42,1920,946,1,1,210,1,1,223,1211,11,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,0,1211,0
5,Antioquia,05055, Argelia,Antioquia,Jorge Mario Alzate Maldonado,Bairo Martínez Morales,8426,14162,12331,192,576,207,54,14151,543,47,864,207,12,0,105,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1420,2729,0,4,292,3865,2,0,0,0,0,0,0,734,2052,147,8470,3861,23,29,2533,10,40,2022,20435,66,19,9,26,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,3890,0,20435,0
5,Antioquia,05059, Armenia,Antioquia,Jorge Mario Alzate Maldonado,Gabriel Jaime Barrera Castaño,4029,330,285,0,127,0,0,283,85,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,33,0,0,0,78,0,0,0,0,0,0,0,41,149,11,461,230,6,8,43,1,4,81,447,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,447,0
5,Antioquia,05079, Barbosa,Antioquia,Jorge Mario Alzate Maldonado,Edison García Restrepo,51617,5312,4465,17,841,29,26,4678,819,0,6,6,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,815,390,0,3,23,1189,0,0,0,15,20,0,0,623,2109,160,2888,1575,21,28,964,18,110,0,0,131,19,30,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1604,0,0,0
5,Antioquia,05086, Belmira,Antioquia,Jorge Mario Alzate Maldonado,Jorge Ignacio Londoño Londoño,6875,475,384,2,0,0,0,372,117,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,72,27,0,0,0,99,0,0,0,0,0,0,0,32,113,15,257,132,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0
5,Antioquia,05088, Bello,Antioquia,Jorge Mario Alzate Maldonado,Cesar Augusto Suarez Mira,473423,49210,40517,168,1142,124,272,46729,3637,58,90,21,6,0,61,1,28917,19369,5562,38,13853,38822,0,0,0,0,0,2,7,9141,4885,0,21,497,13614,172,0,0,602,325,0,0,13284,45062,3283,42301,25818,123,159,12550,165,271,9217,57921,1558,370,111,896,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,25977,61,57921,0
5,Antioquia,05091, Betania,Antioquia,Jorge Mario Alzate Maldonado,Ronald Alejandro Sánchez Sánchez,9079,1829,1684,0,565,1,0,1834,67,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,104,0,1,0,348,1,0,0,0,0,0,0,302,1024,33,1414,786,6,8,470,2,0,345,2260,107,35,22,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,2260,0
5,Antioquia,05093, Betulia,Antioquia,Jorge Mario Alzate Maldonado,Benjamín Alonso Suarez Castillo,17663,13908,10885,2,91,38,16,13721,587,2,60,7,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1310,322,0,5,43,1600,5,0,0,0,0,0,0,1036,3401,150,10643,5335,2,3,1855,3,5,469,2787,53,14,10,20,5,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,0,5338,0,2787,0
5,Antioquia,05101, Ciudad Bolívar,Antioquia,Jorge Mario Alzate Maldonado,Antonio De Jesús Castaño González,26828,2844,2112,32,208,11,10,2426,541,4,17,8,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543,168,0,1,48,670,2,0,0,0,0,0,0,431,1617,73,1689,910,9,12,612,10,59,1191,8147,12,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,8147,0
5,Antioquia,05107, Briceño,Antioquia,Jorge Mario Alzate Maldonado,José Danilo Agudelo Torres,8682,2741,2166,35,42,2,34,2744,371,21,5,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,25,30,386,240,0,4,103,530,0,0,0,2,2,156,160,319,1135,70,1319,665,22,29,164,4,1,0,0,20,4,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,694,179,0,0
5,Antioquia,05113, Buriticá,Antioquia,Jorge Mario Alzate Maldonado,Humberto Antonio Castaño Usuga,6531,4355,3279,6,40,1,0,4501,117,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,349,98,0,3,31,420,0,0,0,0,0,0,0,329,1124,46,1716,900,1,1,239,1,29,0,0,14,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0
5,Antioquia,05120, Cáceres,Antioquia,Jorge Mario Alzate Maldonado,José Mercedes Berrio Berrio,39918,8946,7376,40,445,6,92,9111,361,19,1,6,3,0,12,1,380,312,68,1,124,505,0,0,0,0,0,24,21,1061,375,0,1,21,1510,2,0,0,59,52,609,191,1123,4429,159,7678,4846,27,35,913,12,565,0,0,168,41,9,94,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,4881,204,0,0
5,Antioquia,05125, Caicedo,Antioquia,Jorge Mario Alzate Maldonado,German Darío Zapata Ferraro,8330,1023,746,9,8,0,15,770,225,5,7,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,67,0,1,0,322,0,0,0,0,0,0,0,196,626,35,1028,479,16,19,168,4,2,3419,16593,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,499,0,16593,0
5,Antioquia,05129, Caldas,Antioquia,Jorge Mario Alzate Maldonado,Carlos Eduardo Duran Franco,79652,4031,3031,17,325,7,32,3419,750,2,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,610,513,0,1,0,1126,5,0,0,22,12,0,0,595,2079,122,2272,1269,15,19,893,15,40,736,4784,77,12,5,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1288,0,4784,0
5,Antioquia,05134, Campamento,Antioquia,Jorge Mario Alzate Maldonado,Jorge Iván Duran Lopera,8970,2031,1504,184,896,1,79,1490,451,27,87,26,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,6,483,79,0,0,65,498,1,0,0,4,2,0,0,234,911,59,618,269,55,65,184,2,1,383,2979,12,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,335,0,2979,0
5,Antioquia,05138, Cañasgordas,Antioquia,Jorge Mario Alzate Maldonado,Margarita Del Rosario Lopera Cardona,16745,4148,3404,16,79,8,14,3745,444,7,15,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,219,0,6,16,752,1,0,0,0,0,0,0,348,1178,67,3404,1774,13,17,478,2,1,818,5063,24,6,4,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,0,5063,0
5,Antioquia,05142, Caracolí,Antioquia,Jorge Mario Alzate Maldonado,Luis Emilio Giraldo Velásquez,4543,767,625,3,272,3,14,625,119,1,23,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,70,0,2,0,326,0,0,0,0,0,0,0,71,232,17,525,266,3,4,73,0,0,188,1323,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1323,0
5,Antioquia,05145, Caramanta,Antioquia,Jorge Mario Alzate Maldonado,Carlos Mario Patiño García,5321,464,347,0,50,5,0,314,165,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,28,0,0,30,94,0,0,0,0,0,0,0,33,88,9,225,107,0,0,91,0,0,300,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,2250,0
5,Antioquia,05148, El Carmen De Vibora,Antioquia,Jorge Mario Alzate Maldonado,Néstor Fernando Zuluaga Giraldo,47915,7913,6052,14,20,48,45,6743,1381,14,20,3,2,0,49,1,6044,3148,1132,31,2935,7246,0,0,0,0,0,0,3,915,258,0,1,30,1170,1,0,0,0,0,0,0,1727,6139,389,3549,1925,14,18,1637,18,76,1396,9146,117,21,19,67,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1944,76,9146,0
5,Antioquia,05150, Carolina,Antioquia,Jorge Mario Alzate Maldonado,Ana Isabel Avendaño Duque,3552,485,353,1,10,0,2,369,117,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,29,0,1,0,112,0,0,0,0,0,0,0,47,137,8,233,112,2,3,177,0,29,107,495,14,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,495,0
5,Antioquia,05154, Caucasia,Antioquia,Jorge Mario Alzate Maldonado,Oscar Aníbal Suarez,117670,23492,18403,50,1184,20,325,22809,1283,6,12,5,18,0,103,1,22699,20966,4359,0,3887,29212,0,0,0,0,1,35,11,2898,1303,0,10,110,4164,0,0,0,177,193,578,223,6161,22747,775,21060,13140,122,155,3128,34,1063,1620,11955,611,186,22,362,29,1,0,2,0,0,0,0,0,0,0,3,1,0,2,0,0,3,416,13295,0,11955,512
5,Antioquia,05190, Cisneros,Antioquia,Jorge Mario Alzate Maldonado,Luis Guillermo Álvarez González,8932,1835,1393,10,8,9,44,1560,277,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,266,0,4,3,733,3,0,0,0,0,0,0,198,675,34,1267,633,14,18,410,4,2,1538,8581,22,6,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,0,8581,0
5,Antioquia,05197, Cocorná,Antioquia,Jorge Mario Alzate Maldonado,Johan Alberto Ramírez Mejía,14945,19541,16827,67,96,12,50,19059,1150,31,132,0,5,0,115,1,6873,3934,995,0,3359,8288,0,0,0,0,0,3,1,1940,627,0,4,0,2680,1,0,0,9,7,17,5,2956,8482,672,13218,6090,24,31,5627,121,83,5298,27575,176,38,18,98,12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,12,6121,39,27575,0
5,Antioquia,05206, Concepción,Antioquia,Jorge Mario Alzate Maldonado,Henry Alberto Puerta Franco,3284,2126,1495,3,24,1,16,1985,292,1,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,61,0,1,0,302,0,0,0,0,0,0,0,116,408,22,911,479,0,0,86,0,0,58,547,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,547,0
5,Antioquia,05209, Concordia,Antioquia,Jorge Mario Alzate Maldonado,Diego Alejandro Restrepo Guerra,20476,2882,2308,119,1373,40,71,2743,417,1,17,21,1,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,821,219,0,2,6,1040,0,0,0,0,0,0,0,270,952,62,1569,764,6,8,331,5,1,0,0,32,12,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0
5,Antioquia,05212, Copacabana,Antioquia,Jorge Mario Alzate Maldonado,Oscar Restrepo,71885,4790,3700,10,29,11,42,4312,547,4,12,2,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,891,527,0,3,36,1403,1,0,0,37,21,0,0,780,2667,172,2706,1469,15,19,1040,22,22,870,5589,117,24,16,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1488,0,5589,0
5,Antioquia,05234, Dabeiba,Antioquia,Jorge Mario Alzate Maldonado,Antonio José Lara Várelas ,23176,18646,15821,59,1935,12,135,18551,797,59,19,5,25,0,328,1,11026,6599,4318,31,1800,12748,0,0,0,0,0,9,8,2238,425,0,8,179,2521,1,0,0,2,1,33,10,3048,9941,279,15309,8286,56,71,2412,11,38,1911,11019,186,40,31,98,11,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,11,8357,99,11019,0
5,Antioquia,05237, Donmatías,Antioquia,Jorge Mario Alzate Maldonado,Yudy Marcela Peña Correa,23209,2375,2079,5,202,10,18,2235,184,0,2,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,69,0,2,29,361,0,0,0,0,0,0,0,197,741,41,1475,833,8,10,232,0,0,170,1074,41,10,5,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,1074,0
5,Antioquia,05240, Ebéjico,Antioquia,Jorge Mario Alzate Maldonado,Jorge Iván Vásquez Arboleda,12507,276,206,6,16,0,16,191,74,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,53,0,1,0,120,0,0,0,0,0,0,0,39,140,5,156,71,4,5,61,1,0,64,448,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,448,0
5,Antioquia,05250, El Bagre,Antioquia,Jorge Mario Alzate Maldonado,Ángel Mesa Castro,50242,19937,14183,82,973,4,32,20597,293,16,7,2,38,0,69,1,7242,5715,1142,6,1866,8729,0,0,0,0,0,25,37,3353,657,0,5,199,3849,4,0,0,133,103,2267,507,3133,12620,401,14974,8562,27,35,1383,15,16,273,1763,248,64,24,141,12,0,0,0,0,2,0,0,0,1,0,3,0,0,3,0,0,3,610,8597,0,1763,0
5,Antioquia,05264, Entrerrios,Antioquia,Jorge Mario Alzate Maldonado,Jorge Alonso Tamayo Villa,10248,351,284,1,13,1,0,309,44,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,51,0,0,0,127,0,0,0,0,0,0,0,72,266,9,204,99,0,0,60,0,0,0,0,12,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
5,Antioquia,05266, Envigado,Antioquia,Jorge Mario Alzate Maldonado,Raúl Eduardo Cardona González,232903,5864,4704,74,1415,12,95,4927,1249,1,65,3,0,0,49,1,4872,2574,1236,2135,2292,8237,0,0,0,0,0,1,2,1228,1414,0,16,17,2649,4,0,0,106,53,0,0,1354,4514,158,3010,1657,21,27,2424,42,42,4284,29965,180,33,10,108,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1684,0,29965,0
5,Antioquia,05282, Fredonia,Antioquia,Jorge Mario Alzate Maldonado,Gabriel Ignacio Muñoz Gómez,21283,1005,807,5,14,3,18,701,309,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,99,0,0,7,251,0,0,0,0,0,0,0,43,142,10,413,264,3,4,190,4,16,0,0,54,10,11,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0
5,Antioquia,05284, Frontino,Antioquia,Jorge Mario Alzate Maldonado,Yudy Estella Pulgarin Marín,16008,12639,10574,21,57,9,68,12683,523,4,123,3,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,631,0,9,54,2168,0,0,0,0,0,0,0,545,1808,115,8140,4908,28,36,860,7,32,1573,9596,57,11,11,32,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4945,0,9596,0
5,Antioquia,05306, Giraldo,Antioquia,Jorge Mario Alzate Maldonado,Wilmar Adrián Manco Hernández,3992,683,590,2,230,0,5,577,126,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,56,0,10,0,224,0,0,0,0,0,0,0,71,293,11,275,136,1,1,54,0,29,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0
5,Antioquia,05308, Girardota,Antioquia,Jorge Mario Alzate Maldonado,Yan Bladimir Jaramillo García,56755,2602,1869,15,27,7,0,2295,350,2,12,1,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,516,327,0,5,0,861,0,0,0,13,10,0,0,360,1229,63,2091,1148,9,12,689,17,113,1314,7437,48,16,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1160,0,7437,0
5,Antioquia,05310, Gómez Plata,Antioquia,Jorge Mario Alzate Maldonado,Luis Guillermo Pérez Echeverri,13115,801,583,14,2,6,10,594,201,1,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,59,0,1,0,197,1,0,0,0,0,0,0,61,205,12,426,237,9,12,118,1,3,80,729,8,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,729,0
